reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
5613a203-740f-4ba8-ad3d-aa9a35894bdd,Iqvan Heri Anggara,https://play-lh.googleusercontent.com/a/ACg8ocJ0BqdOLGk1lD_s7qaxulfo6cyFfhiV0MSSNiAURsge5_2k3g=mo,"untuk aplikasi dan pelayanan bagus. tapi semenjak putus Mitra dengan j&t dan sekarang beralih ke SPX malah makin ngawur dan nggak jelas. pelayanan SPX buruk, dan pengiriman tanpa ada keterangan nama kurir dan no. telepon. yg jelas, semenjak Shopee bermitra dengan SPX, pelayanan amburadul dan nggak jelas",1,39,3.48.28,2025-04-18 18:24:33,"Hai kak Iqvan Heri Anggara , maaf ya udah buat kaka nggak nyaman terkait kendala pesanan kamu, biar aku bantu kakak boleh colek aku lewat DM/Live chat @shopee_id/@shopeecare dengan infoin username dan nomor pesanan kamu ya. Aku tunggu ya kak. Sehat selalu ^QR",2025-04-18 19:08:57
23f3a9b4-3181-4792-8203-c8dad66d4db3,Wahyu Fitriana,https://play-lh.googleusercontent.com/a/ACg8ocLe9Pskl7xr1qVZf5lbPr9GtRVhk9EWQkMiUMw2837axK3SEw=mo,"Sangat kecewa karena fitur blokir sudah tidak tersedia, padahal fitur ini sangat membantu memilah penjual nakal maupun pembeli nakal. 5 tahun berjualan selalu menggunakan ekspedisi jnt, selama itu pula tidak pernah ada masalah yang merugikan penjual, jika ada kendala terkait pengiriman admin jnt sangat fast respon dan kendala terselesaikan dengan baik. Tapi sekarang jnt sudah hilang dari shopee. Terpaksa memakai ekspedisi lain, baru beberapa bulan sudah banyak masalah.",1,42,3.47.40,2025-04-21 14:40:56,"Hai kak Wahyu , mohon maaf atas ketidaknyamanan nya. terkait kendala yg kakak alami agar bisa aku bantu, bisa infoin username dan detail kendala kakak di DM IG @Shopee_id ya kak . Stay Safe ^GT",2025-04-21 15:04:20
ad0f8136-c783-486c-baa9-91c6f0f97e94,Sulthan Syams,https://play-lh.googleusercontent.com/a-/ALV-UjWID29rnrKREgyDISOmR2Ug0Q2rheyh2l7XRve1ffLvkrNh1ecp,"aplikasi kayak yang tambah berat, juga nyebelin banget kalau tiap baru buka tiba tiba otomatis buka shopee live/video. bener bener ngebebanin di hp kalau video/live yang gak mau kita tonton malah langsung diputer",1,35,3.48.28,2025-04-21 14:55:22,"Hi Kak Sulthan , maaf bgt ya buat kamu resah terkait kendala aplikasimu. aku saranin Kakak bisa lakukan clear cache dgn cara masuk ke Akun Shopee>menu""Saya"">""Pengaturan Akun"">""Tentang"">""Hapus Cache"". Klo masih terkendala bisa hubungi aku dgn memberikan screenshot kendala ini ke DM Social Media kita @Shopee_id / @Shopeecare_id ya, Sehat selalu^GT",2025-04-21 15:18:15
f5e3a05b-c4a9-4e29-9f95-614ef630b303,Abdulah Gani,https://play-lh.googleusercontent.com/a/ACg8ocIzqQeh-L69ULPjBlylfs8raik_qy4VVcjxvwAhvSwZdtM5Bw=mo,untuk shopee...sekarang makin meresahkan...saya selalu liat kemajuan dari pedagang dan update pengiriman nya..yg tadi nya estimasi waktu sampai jatuh pada tanggal 7-8...kenapa berubah ke tanggal 9-10...Wahhh...permainan kotor mu terlihat sangat tidak profesional..habis semua pesanan ku Terkirim auto unistal...saya sangat sangat kecewa dengan sistem yg anda pakai ingat saya pelanggan VIP dan Anda memperlakukan pelanggan anda dengan tidak adil.. terimakasih atas semua nya,1,181,3.47.39,2025-04-07 15:27:31,"Hai kak Abdulah Gani  , maaf ya udah bikin kamu ngga nyaman terkait kendala yang kamu alami. Untuk pengecekan lebih lanjut boleh infokan Username, No Pesanan dan Detail kendala ke DM @ShopeeID/@Shopeecare ya. Ditunggu ^OM",2025-04-07 16:18:59
843366b4-980b-4b0c-9ea5-2782d674e751,Intans Rejeki,https://play-lh.googleusercontent.com/a/ACg8ocJasppqEy0ZoNSjEHWWJ1nd6zN0t4Bi7TlurEJLM3oSsAS2ZA=mo,"memudahkan walaupun kebanyakan pesanannya tiba tiba gagal di batalkan sepihak,awal awal lancar lancar ya mungkin tergantung kurirnya menurutku ada satu kekurangan nya yaitu kerjasama kuncinya",5,34,3.48.28,2025-04-18 17:01:50,"Hai kak Intans Rejeki   makasih ya buat bintang 5 nya moga shopee bisa selalu memberikan kenyamanan dlm kakak berbelanja yaa terus setia pake shopee klo ada pertanyaan/kendala terkait shopee bisa hubungi aku dengan memberikan screenshot kendala km melalui DM ke Social Media resmi kami ya kak, terimakasih ^KH",2025-04-12 05:42:19
67159414-c3e5-43ec-b66d-bb03f300c828,Ervina Karisma,https://play-lh.googleusercontent.com/a-/ALV-UjX1la6eTff7woKjGXZTap5FuH5XMSjHJckpRMypMis_JXvFK7U,"Semakin turun diskonannya, dan semakin mahal Pajak biaya layanan. Semenjak jadi member Platinum saya merasakan semakin mahal. Harusnya saya sering belanja semakin banyak diskonan dong? ini malah engga, vouchernya semakin menipis. Tolong balikan shopee yg dulu, lebih murah dripada applikasi ijo ijo, saya sudah menetapkan beli apapun disini merasa KECEWA semakin hilang gratis ongkir & potongan diskon harganya. Biaya layanan di tingkatkan potongan diskon dikecilin. MAHAL Shopee sekarang!",1,7,3.48.28,2025-04-22 13:05:44,,
039bd321-b811-4c62-83c0-141b6ab7eca7,Edwin Syahputra,https://play-lh.googleusercontent.com/a/ACg8ocLrDsTq231BmVYBJ1MAiTQTeemIPerOGcW_jKtGr9hn31-WAg=mo,sebenarnya ini sdh bagus cuma mengirim pesanannya gak jelas gak tau posisinya udah di lokasi mana terus pengantaran paketnya lewat dari tanggal estimasi beda kaya dulu yg selalu tepat waktu saat paket datang tolong di tingkatkan lagi tidak perlu update yg berlebihan yg penting bisa memuaskan🙏,2,15,3.48.28,2025-04-19 22:06:40,"Hai kak Edwin Syahputra, mohon maaf atas ketidaknyamanan nya. terkait feedback dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kalau ada kendala terkait Shopee kakak bisa DM IG di @Shopee_id ya kak. Sehat Selalu  ^EK",2025-04-19 23:21:49
4c5a6440-ec8f-4353-9a51-3f19995b515b,Niko Al Pro,https://play-lh.googleusercontent.com/a-/ALV-UjW_f-TPf9lnKOp2AU2Vd1JWaqpk5gl6gsjv0VUFl-wuqeKti4q1,"Cuma aplikasi belanja aja berat banget, ngga optimal sama sekali, masih belum diperbaiki juga optimalisasi aplikasinya, parah banget, mau buka fitur aja ngga bisa bisa",1,3,3.48.28,2025-04-23 08:10:40,"Hai kak, maaf banget ya udah buat ga nyaman. Terkait kendala kamu, aku saranin kamu bisa clear cache aplikasi kamu, pastiin udah update ke versi terbaru, jaringan internet kamu stabil dan coba secara berkala ya kak. kalau masih berkendala, jangan sungkan untuk colek aku ke DM IG @shopee_id . Terima kasih ^DP",2025-02-05 11:37:44
7cb55bda-c206-4598-bad8-707b630f3e93,Mitha Rahmawati,https://play-lh.googleusercontent.com/a/ACg8ocIp0QWTDGxPYzcd6neYQwxsdAdsyFYlABO7VX8GOjSRrx6asMM=mo,"apps nya sebenarnya udah ok banget, cuman sayang sering banget lemot terus kalau buka app nya suka langsung ke video ngeganggu banget, terus sekarang mana pengirimannya juga lama banget lagi tolong ini semua di perbaiki yah.",2,115,3.47.39,2025-04-04 10:45:25,"Hai kak Mitha Rahmawati. Maaf terkait kendala pd aplikasi Shopee km. Aku saranin utk melakukan clear cache pd perangkat Kk kemudian cb akses kembali scr berkala ya. Pastikan jg aplikasi Kakak telah diperbarui ke versi terbaru di Play Store. Terkait kendala pengiriman, agar aku bantu cek mohon infoin no pesanan ke DM IG @Shopee_id. Terima kasih ^NW",2025-04-04 11:27:57
072bfb72-9965-42e8-8427-c62dc4e47016,Lazuardi Dini,https://play-lh.googleusercontent.com/a/ACg8ocJo9YFdUTMPI92o757mbjCbtjW_ZsHAA7gF044GxrNqRYWTtg=mo,"pelayanan shopee nya bagus. tapii pelayanan expedisi nya buruk serta pelayanan kurir nya juga sangat buruk. apalagi kebanyakan kurir shopee di daerah Sukajadi Pekanbaru Riau itu sangat buruk. kebanyakan kurir nya tidak menganter pesanan customer, trus kurir juga membuat laporan fiktif !!!! beda banget pelayanan dari expedisi dan kurir JNT yg sangat bagus, tapii sayang udah di tutup dan expedisi lainnya tolong kurangin lagi biaya kirim, karna bagi saya mending pake expedisi yg lain daripada spx",1,27,3.48.28,2025-04-19 19:09:54,"Hi kak Lazuardi Dini, maaf yh udh bikin kakak risau terkait dgn kendala kakak. Agar aku bisa cek kendala kaka lebih lanjut yuk infoin detail ke dm aku di @shopee_id/shopeecare_id. Sehat Selalu ^EK",2025-04-19 20:25:52
54a537ee-81fc-42a0-b880-3d88e1ab9a2e,FIKRI FIKRI LIMBONG,https://play-lh.googleusercontent.com/a-/ALV-UjUzmgN3Ts36TaL5kzK4UN4FW8TRmQfafgT0lWSq-VtwH_gHuIQ,"Pengalaman Belanja yang Mengecewakan Saya sangat kecewa dengan pengalaman belanja di Shopee. Saya sudah mengajukan pembatalan untuk pesanan baju batik Burgundy, namun penjual tidak menyetujui dan tetap mengirimkan barang yang saya tidak butuhkan. Sistem pengembalian juga sangat rumit, dan tidak ada solusi yang jelas dari Shopee. Proses pembatalan dan pengembalian harus diperbaiki agar pelanggan tidak merasa terabaikan. Semoga pengalaman buruk ini dapat diperhatikan dan diperbaiki ke depannya.",1,3,3.48.28,2025-04-22 14:55:06,"Hai kak FIKRI FIKRI LIMBONG, maaf ya udah buat kamu ngga nyaman karena kendala yg kamu alami. Biar bisa aku bantu pengecekan, kamu bisa infoin detail kendala kamu ke DM Social Media kita @Shopee_id / @Shopeecare_id ya Kak. Semoga kendala km dapat segera terselesaikan yaa kak. Sehat selalu^CN",2025-04-22 15:21:23
3650ca57-6468-4f9e-ba61-cf6d262886b4,Jingga 1234,https://play-lh.googleusercontent.com/a/ACg8ocLcKZ-vUpcVeO_xsg12lBfu1TBxHTu0_QiC7AaV9goy0yN37w=mo,sangat kecewa terutama sama kurir nya .masa paket saya di cancel tanpa dibemberitahuan kedua belah pihak antara pembeli sama penjual.kurir nya bagus yg dulu yg sekarang payah.pokok nya kecewa banget,1,4,3.47.40,2025-04-18 10:00:34,,
e06142ff-ac08-4fc9-96db-9017c0fa998b,Cucun,https://play-lh.googleusercontent.com/a-/ALV-UjXxk4I-teyDglW8iiEeYi3pwKuhZvUxpl_rLC48WCbQet78m8w,"Aplikasi sopee ini sangat bagus. harga terjakau jadi sy bisa ngehemat uang pengiriman cepat 2-3 hari pesanan sudah dikirim. tapi setiap produk yg sy cari gambar dan harga yg dihalaman beranda tdk sesuai.sy cari lemari plastik pas sy klik teryata harga yg tercantum dihal beranda lemari yg 2 tahap. harga berubah""asalnya harga murah beberapa menit kemudian pas sy lihat lagi harganya jadi mahal. tolong diperbaiki aplikasinya. Voucer gratis ongkir diskon tapi metode pembayaranya tdk bisa COD.",5,66,3.47.40,2025-04-21 09:35:06,"Halo Kak Cucun, terima kasih ya udah jadi pelanggan setia nya Shopee. Aku seneng banget nih. Yuk ajak temen-temen km buat ikutan belanja di Shopee juga. Jangan lupa nih kak nikmati semua promo menarik yang ada di Shopee dan cashbacknya. Terima kasih ^NW",2025-04-17 06:11:40
f4212890-00a6-4b71-80ee-b588d33724c3,Muhammad Rizky,https://play-lh.googleusercontent.com/a/ACg8ocIGWJAUvhwlinc8uuCDBUjkfnp_zkAwHcO8H-WCiE7a3eMAaA=mo,"banyak Bug buka apapun (Keranjang, pesanan dll) selalu buffering layar putih dan tolong search engine diperbaiki jangan hanya menggunakan kata umum sehingga saat mencari kata spesifik tidak ada yang muncul. saya mencari buku Hyperion karya Dan simmons tidak muncul (bahkan mencari kata hyperion saja tidak muncul apa-apa) tapi saat di search di google buku tersebut ada dengan nama yang sama di Shopee.",2,8,3.45.60,2025-04-20 10:51:59,"Hi Kak Muhammad Rizky , maaf ya untuk kendala aplikasi yang kurang baik. aku saranin Kakak memperbarui aplikasi Shopee ya, pastiin juga jaringan internet dalam keadaan yang stabil dan lakukan Clear Cache pada aplikasi Shopeemu ya. Kalo masih ada kendala atau pertanyaan lain terkait Shopee bisa DM aku di IG @Shopee_id ya Kak. Have a nice day^PD",2025-04-20 11:20:09
6b09da34-4b23-4716-b477-b846a0c70123,Talita,https://play-lh.googleusercontent.com/a/ACg8ocJ7BMBImEzX-5AlPvDxV6z1K6CYXLwxvNbbBqojua256I8rgA=mo,shopee mematikan rejeki saya saya seorang seller selalu kirim paket pakai ekspedisi J&T express karna paling dekat dri rumah. Semenjak J&T express dihapus dri shopee saya tidak dapat orderan . Ekspedisi yg paling dekat dri rumah hanya J&T selain itu jaraknya sangat jauh dan butuh menempuh waktu 1/2 jam lebih. Tolong pihak shopee kembalikan ekspedisi J&T agar saya bisa berjualan lagi!!!!,1,2,3.48.28,2025-04-23 14:31:33,"Hi kak Talita maaf udah bikin kaka ngga nyaman terkait kendala yang kaka alami, biar aku bisa bantu, untuk pengecekan lebih lanjut boleh infokan detail kendala dan SS kendala kaka ke DM Sosmed kita @Shopee_id / @Shopeecare ya.ditunggu^HS",2025-04-23 15:34:29
5bce48ee-df5e-45da-aab5-edc742794e16,Sugeng Racing,https://play-lh.googleusercontent.com/a/ACg8ocLmn-WMk0cGDAo6EPr9Eo6Wk4jEmZ3k5h_j-b_M1Arp2s2ZEQ=mo,"Sangat suka dgn Shopee,sangat membantu dlm mencari/membeli barang2 yg susah di toko luaran. Dgn Shopee tinggal ketik langsung nongol barang yg diinginkan. kurang sukanya banyak iklan,matur nuwun.. terimakasih 🙏",5,5,3.46.37,2025-04-21 22:40:52,"Hai kak Sugeng, waaah maaciw banyak yaw kak buat feedback dan bintangnya, aku happy banget nih dapat bintang dari kamu. Moga makin betah dan nyaman belanja lewat aplikasi Shopee dan adanya iklan bertujuan agar pengguna mengetahui promo yangada di Shopee ya kak. Jika ada kendala jangan ragu untuk hubungi aku ke DM IG @shopee_id . Sehat selalu ^LE",2025-04-21 23:20:03
89fcc298-b8b6-472a-b1f9-377dcae97695,Desi Aprilita,https://play-lh.googleusercontent.com/a-/ALV-UjUYQvbH3KT_6jLsW3LHzP35FXxz6x5wjSx2rd7FLoTcGAW8qcNF,"Ekspedisi rekomendasinya spx express nggak becus ngurusin paket. Ekspedisi rekomendasinya nggak transparan dengan kendala paket milik pelanggan, sering telat karena overload padahal kalo dulu bisa milih pake jnt datangnya cepet banget. CS mulai susah dihubungi, diarahkan ke chat bot yang nggak kasih solusi",1,230,3.47.39,2025-04-04 16:23:07,Hai kak Desi Aprilita maaf ya bikin ga nyaman terkait kendala pesanan kamu. Aku bantu info mohon menunggu sampai estimasi maksimal pesanan tiba dan perhatikan masa garansi pesanan kamu. Supaya bisa dibantu cek mohon infokan username dan nomor pesanan via DM IG @shopee_id / @shopeecare_id. Terima kasih ^AL,2025-04-04 17:13:16
7dd76654-1e22-445b-a4f9-d67bab6edf7a,Sari Anggriani,https://play-lh.googleusercontent.com/a-/ALV-UjUJQfYV7DPcLFgNcBNv9_0eEIq3HD_oNqRv_2nVfypdeuUIuIqG,"Kecewa sama shopee karena ngak ada lagi pilihan pengiriman J&T, padahal kami yg di pelosok sangat terbantu dgn adanya J&T. Karena menggunakan ekpedisi yg lain paketan sering di batalkan karena ngak sanggup mengantarkan pesanan ke tempat tujuan, apalagi kalau SPX, tidak pernah di hubungi pihak SPX tiba² barang trackingnya diretur aja padahal udah nungguin barang datang hampir 1 bulan bahkan lebih",1,548,3.47.39,2025-04-07 12:46:54,"Hii kak Sari Anggriani  , maaf ats kendala pesanan yg km alami, agar ak bisa bntu cek infoin Username dan No pesanan ya, jangan sungkan DM IG aku di @Shopee_id / @Shopeecare ya, sehat selalu ^RA",2025-04-07 13:35:16
9431a5a1-a6d7-4a8a-9e3e-b3f09a5704b2,Firman Alamsyah,https://play-lh.googleusercontent.com/a-/ALV-UjVl7Vw1kdjM3QhTSofUQ27YszRcfaFGkdVmKvuiaEYoDbl0rUe5,"Edit: Aplikasi sudah terbaru di v3.47.39. user lain di ulasan ada yg sama mengalami hal serupa. Tolong untuk pertama launch aplikasi jangan langsung ke menu Live&video. saya merasa terganggu ketika buka aplikasi langsung ke menu live video , dikeramaian auto pada lirik semua orang ke saya. Kembalikan seperti versi sebelum nya Launch aplikasi langsung aja ke menu Beranda. terimakasih",2,151,3.47.39,2025-04-07 17:31:41,"Hai kak maaf udh bikin ga nyaman terkait kendala pd aplikasi. Aku saranin kakak dpt pastikan utk memperbarui aplikasi Shopee, jaringan internet stabil, & clear cache di perangkat kakak. Kalo kakak masih berkendala jangan sungkan hubungi DM @shopee_id / @shopeecare. Sehat selalu ^NH",2025-04-07 17:09:59
d57c2408-7fae-4839-b90a-1549a1d2203b,Rizqi Ramdhani,https://play-lh.googleusercontent.com/a-/ALV-UjXamwkdaOSZkgdqOT-rG2Y4K91xyFVzUCQx35ssfcykglfAmfhi,"Sebenernya aplikasinya bagus-bagus aja, cuma kenapa ya pesanan yang udah dipesan tapi tiba-tiba ilang sendiri, saya udah dapet kejadian yang sama 2 kali, kalo emang pesanannya dicancel sama resellernya ya minimal ada pemberitahuan, jadi kan sama-sama enak. Biar gak bingung juga",3,9,3.48.28,2025-04-20 04:27:41,"Haii kak Rizqi Ramdhani, maaf ya udh bikin km risau terkait kendala kamu. Biar bisa Aku bantu cek kendalanya infoin ke aku username dan nomer pesanan kakak boleh colek Aku di DM @Shopee_id / @shopeecare_id ya kak. Dtunggu  ^LI",2025-04-20 05:31:46
f239a6e4-245b-4f2e-bbcd-9d4f0ceabdc7,Buraza Bacehoku,https://play-lh.googleusercontent.com/a-/ALV-UjWKmpX4ShgQVhWwE9cgBi_81LLZncY_WoESPzLadii_q0g3uY2O,"sekarang shopee sudah menjadi aplikasi kapitalis, login saja dipersusah terutama untuk pengguna hp entry level lawas ram 2, login akun wajib verifikasi, dan hanya disediakan verifikasi melalui wajah saja dan saat verifikasinya berhasilpun akun tetap belum login karena terlalu berat untuk melakukan multitasking seperti hal diatas. kalau begitu mending sekalian buat shopee tidak kompatibel dengan hp ram 2 saja di playstore percuma bisa instal tapi tidak bisa login.",1,78,3.47.39,2025-04-08 01:52:52,,
6011c89c-5777-4312-8334-e4b952809564,Siti Siti,https://play-lh.googleusercontent.com/a/ACg8ocIg0Iw6UAC1-wYp3gKz2FlpyCQfOUaHnDV0X1aoFoZVeFvIaA=mo,"aplikasi terbaik untuk belanja online, tidak pernah mengecewakan, pengiriman cepat, penjual amanah, kurir ramah, tapi ada minus sedikit buat spinjam pernah ngajuin langsung ACC seminggu sebelum jatuh tempo langsung dilunaskan , tapi mau pinjam lagi ditolak terus aneh, bayar sesuai seblum jatuh tempo , limit spaylater pun ga naik2 padahal pembayaran selalu aman, dan ada 1 lagi minus nya misi kredit skore ga berubah sudah banyak belanja misi ga berubah",5,692,3.47.39,2025-04-05 20:22:52,"Hai kak Siti Siti, maaf ya udah buat ngga nyaman terkait kendala pengajuan SPinjam kamu. Agar bisa aku bantu, boleh kakak infoin detailnya ke DM IG @Shopee_id / @Shopeecare ya. aku tunggu kak, sehat selalu ^EZ",2025-04-05 21:15:53
